Timestamp,Asset 1 HP - Disch Press Value,Asset 1 HP - Pressure & Ratio Value,Asset 1 HP - Suct Press Value,Asset 1T Condensate flow Value,Asset 1 LP - Pressure & Ratio Value,Asset 1T - Speed Value,Asset 1T Extraction flow Value,Asset 1T Steam Inlet flow Value,Asset 2 Pressure & Ratio Value,Asset 2T - Speed Value,Asset 2T Steam Inlet flow Value,Asset 1T LP - Disch Press Value,Asset 1T LP - Suct Press Value,Asset 2 - Disch Press Value,Asset 2 - Suct Press Value,target Value,Ambient Temperature Value
2025-01-02T15:00:00.0000000Z,9851.7903,2.794913866,3769.54204,26.8991503,2.769734462,10428.0572,202.596801,233.910292,1.164504995,9216.427,25.2632314,3892.04332,1545.90711,10362.6391,9788.7427,-54.837574,-3.600233
2025-01-02T16:00:00.0000000Z,9868.4443,2.789867085,3783.62325,26.5278024,2.764733147,10419.2649,202.203551,233.153712,1.164540439,9216.9407,25.1216966,3905.1353,1553.48974,10375.9172,9802.8458,-54.5830307,-4.632328
2025-01-02T17:00:00.0000000Z,9861.3009,2.789315057,3780.87325,26.0429565,2.764186093,10441.0152,202.239158,233.592876,1.164119012,9215.7318,25.1878264,3901.70264,1552.37082,10366.6607,9797.4096,-53.7471165,-2.6593757
2025-01-02T18:00:00.0000000Z,9861.3504,2.788238673,3783.62622,25.9853352,2.763119406,10447.2236,202.43278,234.234946,1.164063948,9216.053,25.019236,3904.62512,1554.2769,10363.1946,9793.5827,-53.3333746,-1.2838851
2025-01-02T19:00:00.0000000Z,9831.4931,2.793642024,3753.44464,25.6566321,2.768474078,10432.1624,203.120951,233.981528,1.164560038,9217.0122,25.0534768,3875.64617,1539.50654,10335.1424,9763.3283,-55.8066377,-0.88244706
2025-01-02T20:00:00.0000000Z,9835.4542,2.794505747,3755.40132,25.6693965,2.76933002,10420.6443,203.135383,233.21441,1.164549143,9216.6063,25.1616189,3874.96032,1539.63964,10340.7293,9768.2816,-56.2472603,-1.0487443
2025-01-02T21:00:00.0000000Z,9819.4976,2.792505098,3752.29547,24.7141774,2.767347394,10389.8949,202.613433,232.729068,1.16494724,9216.1982,25.142062,3873.66804,1539.55934,10331.7071,9757.8789,-57.510607,-2.2932456
2025-01-02T22:00:00.0000000Z,9822.0738,2.785738666,3771.59387,25.1412007,2.760641922,10406.1573,202.656366,233.554277,1.164032169,9215.624,25.0278193,3895.26247,1551.75218,10319.1902,9753.2776,-56.2571086,-1.5342913
2025-01-02T23:00:00.0000000Z,9832.4512,2.793418389,3751.47663,26.1441026,2.768252458,10407.9822,202.443571,233.256023,1.165196988,9215.547,25.2155376,3873.47576,1539.08601,10339.9252,9762.5374,-56.1436733,-3.1035495
2025-01-03T00:00:00.0000000Z,9818.11875,2.786261279,3767.8113,26.081088,2.761159826,10414.4348,203.100546,234.283203,1.163801082,9215.723,25.087689,3892.26486,1549.91463,10315.4975,9749.5838,-55.9048402,-2.0232017
2025-01-03T01:00:00.0000000Z,9839.4934,2.778716838,3788.8752,26.4042658,2.753683353,10420.4188,202.965917,234.463229,1.163582603,9216.1355,25.0262903,3912.15187,1563.0813,10333.4583,9768.7678,-54.584607,-3.1853797
2025-01-03T02:00:00.0000000Z,9876.3401,2.780733349,3808.59402,27.0828217,2.755681697,10432.4913,202.928913,235.267989,1.163232221,9215.9408,25.261225,3932.7673,1569.9035,10374.5004,9810.4369,-53.5274432,-5.6563807
2025-01-03T03:00:00.0000000Z,9872.3394,2.786419145,3799.1888,26.973991,2.76131627,10445.9817,202.592643,235.115199,1.163363668,9215.86875,25.1870498,3924.5239,1563.419,10370.7054,9805.2614,-53.597621,-4.3596234
2025-01-03T04:00:00.0000000Z,9900.9427,2.784472062,3803.94773,27.2429157,2.759386728,10450.6402,202.784626,235.326619,1.164054132,9216.0651,25.2827597,3926.30073,1564.00827,10401.4614,9829.2139,-53.0684583,-2.1785648
2025-01-03T05:00:00.0000000Z,9876.3401,2.794747795,3761.7932,27.1405101,2.769569887,10428.8844,201.475263,233.099713,1.164967812,9217.0848,25.2440298,3879.58208,1540.56507,10388.0216,9808.9497,-52.9432068,-3.3322732
2025-01-03T06:00:00.0000000Z,9878.0143,2.801163337,3758.19752,26.4149127,2.775927631,10427.5171,202.266449,232.897874,1.165033184,9216.1971,25.4013694,3877.89402,1536.72002,10395.2343,9814.7577,-54.6368977,-2.3181682
2025-01-03T07:00:00.0000000Z,9860.8719,2.801624568,3751.75031,26.5242945,2.776384707,10452.0196,203.837084,235.26151,1.164676178,9216.3302,25.2467523,3877.8575,1536.62234,10368.5131,9792.8897,-54.7456833,-3.1863482
2025-01-03T08:00:00.0000000Z,9850.2393,2.796653517,3764.57576,25.7058571,2.77145844,10407.5246,202.5958,233.039774,1.16498812,9216.5711,25.2746527,3886.36556,1542.50382,10361.88505,9783.7025,-55.568689,-3.7295191
2025-01-03T09:00:00.0000000Z,9850.3592,2.786603764,3789.58833,26.0641975,2.761499226,10431.355,202.602708,234.224045,1.163886501,9216.4512,25.033162,3910.797,1557.32368,10351.7238,9783.8015,-54.57001,-4.8306913
2025-01-03T10:00:00.0000000Z,9843.4402,2.797785844,3749.3808,25.6623499,2.772580567,10443.2537,203.323967,234.370719,1.165082277,9216.4556,25.2042956,3873.33606,1536.7011,10356.2107,9777.8428,-55.652553,-4.811164
2025-01-03T11:00:00.0000000Z,9838.059,2.802875197,3739.5974,25.0663578,2.777624069,10405.4621,201.253778,231.823284,1.165398627,9216.5128,25.2122167,3858.89504,1527.78494,10359.9342,9778.527,-56.270335,-6.3938146
2025-01-03T12:00:00.0000000Z,9854.6602,2.800246896,3757.00083,25.2546646,2.775019446,10436.0619,202.955995,234.067636,1.164398377,9215.3116,25.032425,3878.3811,1536.65853,10362.8041,9788.9638,-55.6453414,-5.5434604
2025-01-03T13:00:00.0000000Z,9824.8106,2.797618877,3746.17089,25.5450525,2.772415103,10417.473,201.870713,232.70214,1.164311605,9216.4655,24.9311172,3867.72089,1533.29715,10331.7962,9761.0997,-56.1703197,-3.1816645
2025-01-03T14:00:00.0000000Z,9853.2852,2.800808326,3753.90444,26.164248,2.775575818,10433.291,202.766641,234.17152,1.164520599,9215.294,24.9962097,3875.36127,1535.33941,10360.119,9786.6626,-55.704451,-2.510307
2025-01-03T15:00:00.0000000Z,9829.6099,2.805936244,3743.8324,25.89092,2.780657539,10454.004,204.006825,234.893318,1.163828174,9216.2081,24.9093405,3871.53272,1532.53991,10332.4771,9764.81495,-55.827464,-3.020536
2025-01-03T16:00:00.0000000Z,9838.411,2.797996428,3753.354,25.506459,2.772789253,10432.7894,203.284598,235.330271,1.163953187,9214.9783,24.9474544,3878.5329,1538.69012,10338.32745,9769.1451,-55.6462137,-2.9221137
2025-01-03T17:00:00.0000000Z,9855.8526,2.792253245,3774.68003,26.6629902,2.767097811,10433.5275,202.920674,235.118587,1.163650567,9215.426,24.9516388,3899.55423,1550.45407,10355.796,9790.0066,-54.103588,-2.2692149
2025-01-03T18:00:00.0000000Z,9889.2255,2.790744225,3785.7006,26.9312582,2.765602386,10439.2772,202.95011,234.987918,1.163574241,9216.3269,25.082926,3909.74936,1553.94327,10389.0556,9821.6789,-52.939546,-3.2082934
2025-01-03T19:00:00.0000000Z,9872.1161,2.791319238,3775.77013,26.6173193,2.766172218,10433.379,202.875948,234.709629,1.164401961,9215.9661,25.0448209,3899.40628,1550.26553,10374.0021,9800.88505,-53.3122304,-1.8301866
2025-01-03T20:00:00.0000000Z,9899.8108,2.784591706,3797.10276,26.8522067,2.759505294,10425.1037,202.456111,234.728395,1.164380516,9216.7625,25.2110166,3918.46774,1562.4653,10402.8859,9827.8983,-51.4755307,-1.7558564
2025-01-03T21:00:00.0000000Z,9905.4824,2.795792163,3773.3762,26.7764552,2.770604846,10456.5571,203.477395,235.736226,1.164584406,9215.4865,25.4336104,3897.65937,1547.71782,10412.5483,9836.0086,-51.9164217,-2.0591066
2025-01-03T22:00:00.0000000Z,9906.8706,2.793860248,3783.9329,27.3875591,2.768690336,10445.0093,202.603379,234.921236,1.163890911,9216.1278,25.3274538,3907.81853,1551.85008,10407.2221,9835.9756,-50.2278414,0.099192016
2025-01-03T23:00:00.0000000Z,9912.1693,2.792173227,3788.11422,27.1086233,2.767018513,10448.4468,202.253942,234.529064,1.164063466,9216.284,25.2565214,3910.03888,1553.77596,10410.906,9837.3946,-50.5625362,-0.05421697
2025-01-04T00:00:00.0000000Z,9918.3106,2.798464195,3774.0857,27.0295553,2.773252806,10461.7161,202.9874,235.624312,1.164306672,9216.042,25.3195063,3897.421,1545.9202,10422.6551,9847.2,-50.3497995,0.6474526
2025-01-04T01:00:00.0000000Z,9927.3944,2.794596723,3788.6629,27.1366304,2.769420176,10451.3519,202.433616,234.745313,1.164041017,9217.0848,25.3261272,3910.80162,1553.76991,10431.0756,9858.4871,-49.0057964,1.2991513
2025-01-04T02:00:00.0000000Z,9924.8314,2.793475448,3788.68633,27.1501945,2.768309003,10459.7614,202.971934,235.212428,1.163956002,9216.5799,25.3799689,3911.55138,1553.74076,10429.6401,9856.4235,-48.9936986,0.62725484
2025-01-04T03:00:00.0000000Z,9931.7427,2.7938683,3786.1065,27.434429,2.768698315,10472.6754,202.586164,235.403608,1.163736029,9216.7988,25.27327,3907.87276,1552.51745,10431.036,9860.2152,-48.8875783,0.08097208
2025-01-04T04:00:00.0000000Z,9884.457,2.79839987,3757.51728,26.8158737,2.77318906,10462.1374,202.972429,234.849098,1.16374373,9216.6459,25.3422763,3882.23242,1540.24112,10386.3199,9817.2976,-50.983889,0.4573525
2025-01-04T05:00:00.0000000Z,9889.1936,2.797737916,3766.10916,26.4695728,2.77253307,10420.4386,202.616854,233.658007,1.164857061,9216.801,25.4114058,3886.05261,1541.4289,10405.989,9826.1933,-53.1454495,-0.81291443
2025-01-04T06:00:00.0000000Z,9859.1152,2.795742712,3754.0657,26.0351058,2.77055584,10419.7434,202.858271,233.500113,1.164635047,9217.5699,25.246287,3875.18153,1538.49718,10367.4868,9792.0845,-53.7928094,0.44771004
2025-01-04T07:00:00.0000000Z,9891.0372,2.802677852,3766.57182,25.937186,2.777428502,10422.0116,203.487163,234.704811,1.164770425,9215.4623,25.3263604,3889.04032,1540.74393,10403.4546,9825.1054,-54.0299936,-0.60354674
2025-01-04T08:00:00.0000000Z,9913.0229,2.802399997,3775.266,26.50307,2.77715315,10428.9581,202.7487,234.091517,1.164770216,9216.7515,25.3902286,3897.95285,1543.85473,10423.9817,9845.0715,-51.9199758,2.0189362
2025-01-04T09:00:00.0000000Z,9925.8478,2.799441894,3787.43728,26.6593756,2.774221697,10438.2124,202.738195,234.323199,1.164074063,9215.7527,25.239907,3908.94207,1549.00856,10430.3606,9856.4213,-52.415484,2.350631
2025-01-04T10:00:00.0000000Z,9931.79,2.801746973,3780.27001,27.4878747,2.776506009,10474.244,202.827526,234.820806,1.163240768,9216.4545,25.2237579,3902.05156,1546.27066,10431.6267,9865.8802,-51.4351255,2.1167765
2025-01-04T11:00:00.0000000Z,9906.9157,2.802473006,3768.87577,27.2560244,2.777225501,10486.6102,203.082198,235.412551,1.163190506,9216.1971,25.1187024,3891.97666,1541.65187,10404.9803,9839.1986,-51.3405563,2.0577133
2025-01-04T12:00:00.0000000Z,9887.7614,2.804645983,3753.44167,25.879964,2.779378902,10461.6545,203.482697,234.92381,1.164128908,9215.5151,25.27349,3874.6917,1533.13941,10391.1786,9818.16,-51.59748,1.515895
2025-01-04T13:00:00.0000000Z,9886.2049,2.799320526,3765.81832,25.2376806,2.774101422,10432.0898,203.153544,234.037925,1.165129618,9216.0134,25.2835869,3887.33686,1541.29404,10392.8946,9819.1203,-52.704201,0.042277094
2025-01-04T14:00:00.0000000Z,9906.6495,2.804473005,3765.43376,25.2744646,2.779207482,10426.7152,202.78995,233.700489,1.164554054,9216.7691,25.3557018,3888.22236,1538.69969,10420.7015,9843.3687,-52.7789856,2.223881
2025-01-04T15:00:00.0000000Z,9909.1927,2.800179341,3772.39467,25.5078637,2.7749525,10417.3861,202.593358,232.975809,1.164108095,9216.5788,25.2949356,3894.28842,1541.68289,10422.0017,9847.5531,-52.6482418,2.5769672
2025-01-04T16:00:00.0000000Z,9913.4926,2.80077783,3777.93603,25.531429,2.775545598,10417.7975,202.419921,233.433794,1.164291598,9216.6987,25.3433235,3898.9544,1545.76158,10425.7098,9852.2534,-52.237922,1.0573773
2025-01-04T17:00:00.0000000Z,9908.1642,2.800727867,3773.605,25.7661525,2.775496085,10388.543,200.904737,231.883982,1.164859214,9216.4919,25.3444356,3889.33974,1542.28635,10428.9108,9849.2383,-52.9901196,0.23249123
2025-01-04T18:00:00.0000000Z,9892.6289,2.809297591,3746.6803,25.6854741,2.783988603,10432.6926,203.020224,233.66706,1.164678494,9215.5129,25.3594594,3868.96455,1529.66055,10404.3005,9827.3934,-53.4086795,2.1287568
2025-01-04T19:00:00.0000000Z,9875.9463,2.815396539,3727.6107,24.6733344,2.790032606,10430.9315,204.183166,234.151654,1.165104918,9215.9221,25.3399938,3854.75046,1520.38777,10389.1436,9808.0653,-54.8880123,2.6928213
2025-01-04T20:00:00.0000000Z,9871.9984,2.796131696,3755.5804,24.3654422,2.770941321,10406.4136,202.974354,233.04446,1.182664417,9216.6228,25.302376,3873.6632,1538.66152,10384.4499,9657.8229,-54.4788574,1.0327381
2025-01-04T21:00:00.0000000Z,9868.9404,2.808204434,3742.31275,24.0614088,2.782905295,10395.4213,202.802193,232.180267,1.186959384,9216.0288,25.2403283,3863.92028,1527.9088,10384.8371,9624.4313,-54.9693265,-0.3231354
2025-01-04T22:00:00.0000000Z,9865.0508,2.809022133,3740.84403,24.4262337,2.783715627,10407.496,202.955896,232.823096,1.187194048,9215.7703,25.2978605,3863.8325,1527.38597,10377.7278,9615.2584,-55.03619,-0.56261784
2025-01-04T23:00:00.0000000Z,9856.7612,2.794872676,3761.30172,24.5817132,2.769693643,10401.6924,202.56918,231.878075,1.186605042,9217.3136,25.1493825,3877.9092,1540.47036,10357.57745,9601.2587,-54.6408203,1.1521646
2025-01-05T00:00:00.0000000Z,9868.782,2.795465608,3761.90408,24.337654,2.770281233,10379.9641,201.943478,232.05908,1.187291077,9215.9771,25.1357326,3878.13294,1539.76702,10383.4181,9620.4207,-54.7082657,0.7023774
2025-01-05T01:00:00.0000000Z,9873.7221,2.799741838,3758.16375,25.2013377,2.774518938,10401.8376,203.032511,232.993948,1.186991569,9215.6691,25.2005336,3877.35656,1537.15716,10381.1576,9620.0324,-54.5506907,0.6294362
2025-01-05T02:00:00.0000000Z,9852.9145,2.794324278,3777.37283,25.0378282,2.769150186,10384.8052,202.232426,233.259202,1.18613333,9215.1059,25.0462091,3896.6873,1547.84322,10351.7865,9601.0838,-54.2159123,0.053347524
2025-01-05T03:00:00.0000000Z,9859.9963,2.792715947,3770.2863,25.1095482,2.767556344,10399.8785,202.779566,232.587927,1.186661094,9216.0288,25.1120452,3888.34127,1545.08992,10366.0227,9609.6176,-53.8454587,2.2313614
2025-01-05T04:00:00.0000000Z,9879.9844,2.795387682,3762.60071,25.2383945,2.77020401,10400.8432,202.79963,232.380071,1.186655389,9215.569,25.1418002,3880.77932,1541.0879,10390.1886,9631.8024,-54.4152554,-1.233982
2025-01-05T05:00:00.0000000Z,9881.6839,2.798773183,3761.21955,24.9355183,2.77355901,10389.4967,202.665463,232.190222,1.187298957,9216.0794,25.3924484,3880.13747,1538.62115,10397.2143,9632.6406,-54.5627885,-1.1750431
2025-01-05T06:00:00.0000000Z,9868.7446,2.803597137,3747.4019,25.1066156,2.778339505,10399.3648,202.613906,232.715142,1.187373167,9215.4623,25.2312038,3866.2976,1530.86098,10380.9508,9616.7533,-54.8801495,-1.0603887
2025-01-05T07:00:00.0000000Z,9876.5359,2.801070061,3766.24963,25.0045917,2.775835195,10392.2753,202.961341,232.51844,1.186941655,9216.8901,25.2023024,3886.24093,1540.1848,10389.8465,9628.7972,-54.630334,1.6591096
2025-01-05T08:00:00.0000000Z,9863.6351,2.795774436,3761.76317,24.5886872,2.770587279,10390.5241,203.307885,233.268981,1.187142659,9216.0288,25.2040712,3879.9816,1540.45155,10372.5336,9610.9761,-54.9293404,-0.51161426
2025-01-05T09:00:00.0000000Z,9861.2052,2.797189918,3761.11516,24.1268445,2.771990009,10376.6487,202.393103,232.4289,1.187774338,9215.5162,25.1836948,3880.38772,1539.51105,10372.1145,9606.003,-55.4348828,2.4889226
2025-01-05T10:00:00.0000000Z,9882.5166,2.804832727,3754.58116,24.1133156,2.779563963,10385.9976,202.597824,232.403303,1.188047024,9215.4634,25.4128347,3871.07028,1532.24885,10399.8675,9629.191,-55.4293355,-1.6428459
2025-01-05T11:00:00.0000000Z,9892.82745,2.798966729,3768.85267,24.174337,2.773750812,10364.8061,201.901832,230.983302,1.187039964,9214.9519,25.3148192,3885.20968,1540.85833,10408.9238,9645.9638,-55.809314,-0.23278077
2025-01-05T12:00:00.0000000Z,9882.7971,2.803658344,3760.7284,23.936418,2.778400161,10384.1353,203.859172,232.392556,1.184658488,9216.2345,25.2795015,3883.88,1537.72465,10396.5741,9650.7455,-56.9679143,-0.6301516
2025-01-05T13:00:00.0000000Z,9899.89,2.792987695,3793.7515,24.0153815,2.767825643,10368.2392,202.789642,232.545082,1.179597783,9216.1828,25.141545,3913.50542,1555.25579,10412.5538,9710.0234,-57.18625,-1.3777596
2025-01-05T14:00:00.0000000Z,9888.1332,2.795271851,3780.1302,24.0200037,2.770089222,10354.1977,202.036483,231.643687,1.182519802,9216.2983,25.213837,3896.82304,1547.09269,10403.6636,9677.7274,-57.509111,-0.8507025
2025-01-05T15:00:00.0000000Z,9887.7812,2.795115468,3775.41725,24.4869295,2.769934248,10369.0477,202.611508,231.82522,1.18243516,9216.339,25.1681903,3892.64326,1545.07166,10400.4967,9674.3944,-57.6492246,0.088066965
